transformador_id,lat,lon,region,densidad_poblacional,temperatura_actual,dias_desde_mantenimiento,antiguedad_anios,capacidad_kva,hogares_estimados,carga_estimada_kw,porcentaje_carga,fallas_ultimos_12_meses,riesgo_score_simulado,riesgo_clase,requiere_revision,riesgo_predicho,probabilidad_alto,probabilidad_bajo,probabilidad_medio,probabilidad_maxima
TR-00610,-34.8217359918076,-58.3737440297409,Provincia,6049.0,29.4,226,13,160,91,124.1,0.843,1,0.278,Bajo,0,Bajo,0.0282,0.5897,0.3821,0.5897
TR-00611,-34.726621853815,-58.2903536278161,Provincia,8065.0,28.4,121,13,250,59,55.3,0.24,0,0.123,Bajo,0,Bajo,0.0111,0.9269,0.062,0.9269
TR-00612,-34.8294184015984,-58.3870492796489,Provincia,6443.0,36.3,313,14,1000,109,180.1,0.196,0,0.284,Medio,1,Medio,0.0223,0.0731,0.9046,0.9046
TR-00613,-34.751436478599,-58.4599666849991,Provincia,7072.0,31.8,196,23,500,109,190.4,0.414,1,0.217,Bajo,0,Bajo,0.0109,0.8439,0.1452,0.8439
TR-00614,-34.8364021229534,-58.2282849279043,Provincia,7436.0,32.4,358,14,500,149,184.6,0.401,0,0.16,Medio,1,Medio,0.0024,0.0788,0.9188,0.9188
TR-00615,-34.7614649401903,-58.2757420547547,Provincia,5166.0,27.8,169,22,500,91,119.0,0.259,0,0.13,Bajo,0,Bajo,0.0019,0.9605,0.0377,0.9605
TR-00616,-34.8171594921564,-58.2789674469207,Provincia,8796.0,31.5,463,21,250,102,88.5,0.385,0,0.298,Medio,1,Medio,0.0626,0.1122,0.8252,0.8252
TR-00617,-34.8427551631955,-58.4867518866092,Provincia,15943.0,33.7,263,19,400,212,304.5,0.827,1,0.24,Bajo,0,Bajo,0.059,0.5444,0.3966,0.5444
TR-00618,-34.8396489511229,-58.4051855712939,Provincia,1869.0,36.7,238,1,630,10,15.9,0.027,0,0.184,Bajo,0,Bajo,0.0298,0.8269,0.1433,0.8269
TR-00619,-34.8351302372123,-58.4035609209948,Provincia,8172.0,31.2,449,22,630,96,168.1,0.29,2,0.282,Medio,1,Medio,0.0455,0.0874,0.867,0.867
TR-00620,-34.8091292718142,-58.4109443541483,Provincia,4919.0,39.0,385,11,315,103,151.9,0.524,1,0.386,Medio,1,Medio,0.0842,0.065,0.8508,0.8508
TR-00621,-34.9076729989481,-58.6228392982059,Provincia,8932.0,31.5,180,19,400,129,211.9,0.576,1,0.347,Medio,1,Bajo,0.0428,0.5615,0.3957,0.5615
TR-00622,-34.8222496404981,-58.2648005410998,Provincia,7340.0,31.5,380,7,250,139,221.7,0.964,0,0.286,Medio,1,Medio,0.1757,0.0592,0.7652,0.7652
TR-00623,-34.766213588392,-58.3276392906538,Provincia,9486.0,38.6,345,6,800,93,147.9,0.201,0,0.291,Medio,1,Medio,0.0167,0.08,0.9033,0.9033
TR-00624,-34.8158842059216,-58.3563734449671,Provincia,10727.0,34.4,245,28,315,151,192.6,0.665,1,0.395,Medio,1,Medio,0.0133,0.4165,0.5702,0.5702
TR-00625,-35.0544438389946,-58.7490947091915,Provincia,7777.0,31.9,366,7,500,110,199.0,0.433,0,0.239,Medio,1,Medio,0.0109,0.0767,0.9123,0.9123
TR-00626,-34.7560203270618,-58.2686593384256,Provincia,10596.0,33.2,462,22,315,179,198.8,0.686,1,0.376,Medio,1,Medio,0.0772,0.0705,0.8523,0.8523
TR-00627,-34.8193481542868,-58.3692910487698,Provincia,500.0,38.0,248,15,400,52,82.3,0.224,1,0.363,Medio,1,Bajo,0.0218,0.5272,0.451,0.5272
TR-00628,-34.7871767744576,-58.2288060104335,Provincia,11971.0,38.4,248,11,500,188,383.2,0.833,0,0.369,Medio,1,Medio,0.2381,0.2655,0.4964,0.4964
TR-00629,-34.8001762219529,-58.3030467993,Provincia,8325.0,31.1,242,14,315,167,235.8,0.814,0,0.272,Bajo,0,Bajo,0.0099,0.7594,0.2307,0.7594
TR-00630,-34.9215605624546,-58.6696627816485,Provincia,10434.0,33.6,176,5,630,144,206.8,0.357,0,0.201,Bajo,0,Bajo,0.0451,0.8297,0.1252,0.8297
TR-00631,-34.8010682596552,-58.3015400595936,Provincia,3540.0,34.0,247,14,800,105,158.2,0.215,0,0.224,Bajo,0,Bajo,0.0051,0.9313,0.0636,0.9313
TR-00632,-34.8268652826423,-58.4058053057768,Provincia,4708.0,30.5,234,6,630,59,78.1,0.135,0,0.189,Bajo,0,Bajo,0.0069,0.9588,0.0343,0.9588
TR-00633,-34.7525704149819,-58.2383947093493,Provincia,7638.0,33.5,228,11,315,93,157.9,0.545,1,0.278,Bajo,0,Bajo,0.0095,0.8448,0.1457,0.8448
TR-00634,-34.9439138661595,-58.2001467627165,Provincia,7149.0,33.7,226,20,500,133,149.3,0.325,0,0.299,Bajo,0,Bajo,0.0185,0.9007,0.0808,0.9007
TR-00635,-34.7804060993223,-58.4224220420945,Provincia,8049.0,37.3,144,16,400,87,199.0,0.541,1,0.299,Bajo,0,Bajo,0.0386,0.4994,0.4621,0.4994
TR-00636,-34.6865256788741,-58.316088473557,Provincia,10454.0,37.6,403,4,400,168,345.8,0.94,2,0.493,Medio,1,Alto,0.4968,0.0289,0.4743,0.4968
TR-00637,-34.9109820198398,-58.5156761433065,Provincia,1904.0,32.6,194,20,400,54,90.3,0.245,1,0.28,Bajo,0,Bajo,0.0365,0.8429,0.1206,0.8429
TR-00638,-34.7198872195338,-58.2312396865465,Provincia,10121.0,33.0,474,14,400,176,182.8,0.497,2,0.344,Medio,1,Medio,0.1089,0.0857,0.8055,0.8055
TR-00639,-34.7525695694945,-58.2624915361848,Provincia,7225.0,35.8,159,10,250,114,140.6,0.611,1,0.328,Medio,1,Medio,0.039,0.4024,0.5586,0.5586
TR-00640,-34.7802202255808,-58.4870366639804,Provincia,6589.0,31.8,523,19,400,109,165.7,0.45,0,0.284,Medio,1,Medio,0.019,0.0665,0.9145,0.9145
TR-00641,-34.8017526913264,-58.2079224938927,Provincia,2787.0,35.6,216,13,250,75,167.7,0.729,1,0.342,Medio,1,Medio,0.0634,0.3366,0.6,0.6
TR-00642,-34.756688873677,-58.3351307826971,Provincia,8709.0,33.4,382,6,315,116,142.6,0.492,4,0.398,Alto,1,Alto,0.8748,0.0074,0.1179,0.8748
TR-00643,-34.8382398016815,-58.461473813139,Provincia,500.0,30.6,272,27,250,17,27.3,0.119,2,0.293,Bajo,0,Bajo,0.0726,0.7195,0.2079,0.7195
TR-00644,-34.8431521164573,-58.4799212480433,Provincia,9145.0,30.6,134,14,250,150,255.2,1.11,1,0.334,Medio,1,Medio,0.1839,0.1669,0.6492,0.6492
TR-00645,-34.8325544244268,-58.4096548260882,Provincia,2724.0,38.3,138,13,630,61,98.8,0.17,0,0.279,Bajo,0,Bajo,0.0023,0.8749,0.1228,0.8749
TR-00646,-34.8050583051271,-58.4080632924417,Provincia,7360.0,33.2,186,11,400,106,153.4,0.417,0,0.186,Bajo,0,Bajo,0.0007,0.9688,0.0305,0.9688
TR-00647,-34.645421494522,-58.3310228038019,CABA,16653.0,39.7,319,22,160,225,308.4,2.095,1,0.552,Alto,1,Alto,0.9479,0.0021,0.05,0.9479
TR-00648,-34.8489896041662,-58.4724942147454,Provincia,10709.0,32.1,252,10,630,196,251.6,0.434,0,0.234,Bajo,0,Bajo,0.0019,0.9168,0.0813,0.9168
TR-00649,-34.8318458700889,-58.4101862386765,Provincia,6664.0,34.6,299,3,800,97,124.1,0.169,1,0.269,Bajo,0,Medio,0.0017,0.4713,0.527,0.527
TR-00650,-34.7790180984768,-58.2366028818812,Provincia,5118.0,41.4,237,9,800,78,161.0,0.219,3,0.407,Alto,1,Alto,0.526,0.2357,0.2383,0.526
TR-00651,-34.846529527017,-58.5016119689494,Provincia,5680.0,30.3,292,23,630,54,78.3,0.135,0,0.269,Bajo,0,Bajo,0.0043,0.8621,0.1336,0.8621
TR-00652,-34.8423538173547,-58.2192907499893,Provincia,11019.0,27.6,313,20,1000,159,248.8,0.27,1,0.255,Medio,1,Medio,0.0098,0.0748,0.9155,0.9155
TR-00653,-34.9250639772428,-58.6394570898344,Provincia,8809.0,37.8,232,12,400,150,210.0,0.571,0,0.294,Bajo,0,Bajo,0.0657,0.6878,0.2465,0.6878
TR-00654,-34.9123808368571,-58.7162294724891,Provincia,6043.0,31.1,343,24,1000,122,152.1,0.165,0,0.216,Medio,1,Medio,0.0223,0.0607,0.917,0.917
TR-00655,-34.8016037604071,-58.3028984868935,Provincia,6491.0,33.6,377,19,800,109,141.1,0.192,1,0.3,Medio,1,Medio,0.0101,0.0478,0.9421,0.9421
TR-00656,-34.8367892658872,-58.3841591359465,Provincia,2498.0,31.8,317,12,315,83,106.7,0.368,0,0.222,Medio,1,Medio,0.0225,0.0817,0.8958,0.8958
TR-00657,-35.0107237471311,-58.7160469544937,Provincia,8365.0,34.6,325,13,630,147,211.6,0.365,1,0.356,Medio,1,Medio,0.012,0.0493,0.9387,0.9387
TR-00658,-34.8349880205421,-58.2302641035903,Provincia,1921.0,30.7,280,16,630,80,117.6,0.203,0,0.239,Bajo,0,Bajo,0.0013,0.9722,0.0265,0.9722
TR-00659,-34.8421630710429,-58.4731567316692,Provincia,9455.0,33.1,419,8,630,166,255.8,0.441,0,0.271,Medio,1,Medio,0.0,0.0835,0.9165,0.9165
TR-00660,-34.7196563133067,-58.2958745926431,Provincia,7586.0,35.1,254,14,800,159,272.4,0.37,0,0.293,Bajo,0,Bajo,0.0195,0.718,0.2625,0.718
TR-00661,-34.825562305643,-58.4264620469301,Provincia,14361.0,30.5,187,16,315,196,276.5,0.954,1,0.329,Medio,1,Medio,0.0878,0.3884,0.5237,0.5237
TR-00662,-34.839814367959,-58.4683729375866,Provincia,3900.0,31.5,258,2,400,42,48.3,0.131,0,0.165,Bajo,0,Bajo,0.0186,0.9187,0.0628,0.9187
TR-00663,-34.8109911771027,-58.5005322050148,Provincia,6892.0,32.6,135,13,500,128,132.5,0.288,0,0.212,Bajo,0,Bajo,0.0,0.9656,0.0344,0.9656
TR-00664,-34.8407894570848,-58.4521713008286,Provincia,12595.0,29.1,127,12,500,198,378.1,0.822,2,0.301,Bajo,0,Bajo,0.098,0.5554,0.3466,0.5554
TR-00665,-34.8371737728635,-58.3870514667495,Provincia,10774.0,32.3,378,21,630,197,238.5,0.411,2,0.375,Medio,1,Medio,0.061,0.0766,0.8623,0.8623
TR-00666,-34.8208898996711,-58.418131411518,Provincia,5111.0,34.1,477,1,630,122,202.9,0.35,0,0.239,Medio,1,Medio,0.0165,0.0783,0.9053,0.9053
TR-00667,-34.7542367151153,-58.2654732697408,Provincia,7872.0,32.4,219,11,500,171,269.6,0.586,0,0.217,Bajo,0,Bajo,0.012,0.8984,0.0896,0.8984
TR-00668,-34.8425316679986,-58.4914741248939,Provincia,7206.0,32.8,380,11,800,130,170.5,0.232,0,0.233,Medio,1,Medio,0.0,0.0658,0.9342,0.9342
TR-00669,-34.7549405990503,-58.336445955139,Provincia,8046.0,33.6,101,21,250,131,172.3,0.749,0,0.251,Bajo,0,Bajo,0.018,0.8199,0.1621,0.8199
TR-00670,-34.7335331585907,-58.2853388641406,Provincia,5104.0,31.6,93,14,800,55,89.7,0.122,0,0.109,Bajo,0,Bajo,0.003,0.9712,0.0258,0.9712
TR-00671,-34.6826495025803,-58.2879826645903,Provincia,6932.0,35.9,424,27,160,119,194.1,1.319,0,0.479,Medio,1,Medio,0.4021,0.0263,0.5717,0.5717
TR-00672,-34.9430611232214,-58.6953812174008,Provincia,2406.0,38.3,318,19,400,44,68.2,0.185,0,0.331,Medio,1,Medio,0.022,0.0666,0.9115,0.9115
TR-00673,-34.789898456591,-58.217488638691,Provincia,7605.0,32.2,255,11,250,125,171.5,0.746,0,0.216,Bajo,0,Bajo,0.0067,0.8442,0.1491,0.8442
TR-00674,-34.8174200203265,-58.420711206296,Provincia,8550.0,35.3,512,16,400,132,200.4,0.545,0,0.344,Medio,1,Medio,0.0265,0.1092,0.8643,0.8643
TR-00675,-34.8003769072781,-58.3045629360657,Provincia,6518.0,32.9,239,12,315,118,217.6,0.751,2,0.341,Medio,1,Medio,0.0652,0.4075,0.5273,0.5273
TR-00676,-34.8190165328478,-58.2825254503371,Provincia,2355.0,34.9,153,20,250,55,74.3,0.323,0,0.262,Bajo,0,Bajo,0.0314,0.7625,0.2062,0.7625
TR-00677,-34.7191511013616,-58.2964674697582,Provincia,10166.0,38.7,118,5,500,173,310.0,0.674,0,0.256,Bajo,0,Bajo,0.099,0.5374,0.3635,0.5374
TR-00678,-34.7398970545871,-58.2750371169991,Provincia,8294.0,35.3,258,8,500,60,100.9,0.219,0,0.192,Bajo,0,Bajo,0.0066,0.8736,0.1198,0.8736
TR-00679,-34.8460863016595,-58.4625108655032,Provincia,5022.0,28.0,280,17,250,94,118.5,0.515,0,0.223,Bajo,0,Bajo,0.0047,0.8593,0.1359,0.8593
TR-00680,-34.8330658181153,-58.401306658934,Provincia,6358.0,35.2,232,23,500,135,152.6,0.332,0,0.233,Bajo,0,Bajo,0.009,0.8514,0.1396,0.8514
TR-00681,-34.8606242758467,-58.4170106079235,Provincia,2698.0,37.6,384,1,250,108,160.6,0.698,3,0.434,Alto,1,Alto,0.9416,0.0112,0.0472,0.9416
TR-00682,-34.8296238748566,-58.4037946102046,Provincia,4124.0,33.0,454,24,250,96,137.7,0.599,3,0.439,Alto,1,Alto,0.8736,0.0112,0.1152,0.8736
TR-00683,-34.8422225744877,-58.5050152142457,Provincia,5587.0,36.9,218,13,250,138,172.5,0.75,2,0.394,Medio,1,Medio,0.2161,0.1629,0.6211,0.6211
TR-00684,-34.8323643268331,-58.4017666416967,Provincia,10885.0,31.5,101,1,400,163,184.9,0.502,0,0.175,Bajo,0,Bajo,0.0,0.948,0.052,0.948
TR-00685,-34.7477138681585,-58.2362780917901,Provincia,5281.0,28.9,292,1,630,92,184.6,0.318,0,0.21,Bajo,0,Bajo,0.0018,0.9081,0.0902,0.9081
TR-00686,-34.8179755105561,-58.2006227571352,Provincia,9121.0,34.2,422,3,400,151,253.1,0.688,0,0.242,Medio,1,Medio,0.037,0.0691,0.8939,0.8939
TR-00687,-34.829428865151,-58.4342588268248,Provincia,5585.0,28.1,218,14,630,95,120.8,0.208,0,0.182,Bajo,0,Bajo,0.0001,0.9793,0.0206,0.9793
TR-00688,-34.7600387274346,-58.3323231961415,Provincia,7944.0,32.9,325,14,400,104,126.3,0.343,0,0.165,Medio,1,Medio,0.0084,0.0736,0.9181,0.9181
TR-00689,-34.8321141487591,-58.2106589669695,Provincia,6776.0,37.8,148,18,630,97,157.0,0.271,0,0.33,Medio,1,Bajo,0.0079,0.5502,0.4419,0.5502
TR-00690,-34.7766123492373,-58.3209476268985,Provincia,9819.0,27.6,289,10,1000,118,190.0,0.207,0,0.078,Bajo,0,Bajo,0.0031,0.9146,0.0823,0.9146
TR-00691,-34.8309744934247,-58.209810894008,Provincia,5596.0,29.6,328,6,315,109,178.6,0.616,1,0.34,Medio,1,Medio,0.0906,0.1128,0.7966,0.7966
TR-00692,-34.7881354853697,-58.2281826389506,Provincia,2482.0,30.4,293,11,250,59,85.6,0.372,0,0.194,Bajo,0,Bajo,0.0109,0.8314,0.1578,0.8314
TR-00693,-34.8203858841911,-58.2854451932955,Provincia,3054.0,33.5,573,14,250,56,116.0,0.504,0,0.377,Medio,1,Medio,0.0523,0.0794,0.8683,0.8683
TR-00694,-34.8361046558687,-58.3835219928515,Provincia,5604.0,32.5,475,16,400,82,93.5,0.254,0,0.314,Medio,1,Medio,0.0055,0.0865,0.9079,0.9079
TR-00695,-34.8048756427814,-58.4098234018171,Provincia,3453.0,38.2,352,8,400,83,98.0,0.266,1,0.325,Medio,1,Medio,0.0147,0.0795,0.9058,0.9058
TR-00696,-34.782829998339,-58.231984156755,Provincia,8431.0,36.8,405,20,250,149,219.6,0.955,0,0.391,Alto,1,Alto,0.9264,0.0041,0.0695,0.9264
TR-00697,-34.8311754516097,-58.3885567170683,Provincia,5803.0,35.3,288,10,800,70,134.0,0.182,0,0.218,Bajo,0,Bajo,0.0022,0.8495,0.1483,0.8495
TR-00698,-34.8434560420284,-58.2429755366044,Provincia,14324.0,34.2,250,8,800,167,260.8,0.354,0,0.265,Bajo,0,Bajo,0.0027,0.8395,0.1578,0.8395
TR-00699,-34.719581775644,-58.2904186742953,Provincia,1987.0,35.0,208,10,315,77,93.7,0.323,3,0.339,Alto,1,Alto,0.9236,0.054,0.0224,0.9236
TR-00700,-34.8054648109123,-58.2063029188318,Provincia,7811.0,30.9,146,22,250,88,102.8,0.447,1,0.229,Bajo,0,Bajo,0.0017,0.8734,0.1249,0.8734
TR-00701,-34.7296369612995,-58.2827978814959,Provincia,3816.0,36.4,485,13,250,88,104.5,0.454,1,0.399,Medio,1,Medio,0.053,0.0531,0.8939,0.8939
TR-00702,-34.7413659056302,-58.2796595004697,Provincia,5720.0,30.1,584,9,315,138,101.6,0.351,0,0.228,Medio,1,Medio,0.0427,0.1533,0.804,0.804
TR-00703,-34.8283588442457,-58.4127648015014,Provincia,7624.0,36.4,261,20,630,160,295.6,0.51,0,0.308,Bajo,0,Bajo,0.1112,0.6186,0.2702,0.6186
TR-00704,-34.7791140363586,-58.2346651100511,Provincia,500.0,37.5,263,29,400,53,78.5,0.213,0,0.331,Medio,1,Medio,0.0148,0.4429,0.5423,0.5423
TR-00705,-34.7139860711214,-58.3022294603659,Provincia,7910.0,34.4,334,15,160,141,190.5,1.294,1,0.395,Medio,1,Medio,0.167,0.0242,0.8089,0.8089
TR-00706,-34.8301592949816,-58.3965553675686,Provincia,12909.0,33.1,239,23,400,239,356.4,0.968,0,0.312,Bajo,0,Bajo,0.1437,0.4786,0.3777,0.4786
TR-00707,-34.8270420148385,-58.4137087669163,Provincia,5840.0,35.0,156,21,250,40,74.5,0.324,1,0.352,Medio,1,Bajo,0.0391,0.5802,0.3808,0.5802
TR-00708,-34.9127767337975,-58.6277154073584,Provincia,7979.0,24.5,133,10,400,112,161.2,0.438,2,0.167,Bajo,0,Bajo,0.0653,0.7867,0.148,0.7867
TR-00709,-34.819733695331,-58.2008695066625,Provincia,10275.0,34.7,574,14,400,173,337.5,0.917,1,0.418,Medio,1,Medio,0.2203,0.0431,0.7366,0.7366
TR-00710,-34.7450748552764,-58.3283384525717,Provincia,6708.0,33.3,109,5,500,100,158.9,0.345,0,0.18,Bajo,0,Bajo,0.0002,0.9667,0.0331,0.9667
TR-00711,-34.7144585238,-58.4720300527305,CABA,14452.0,34.3,160,13,400,232,358.8,0.975,1,0.354,Medio,1,Medio,0.1766,0.2479,0.5755,0.5755
TR-00712,-34.959173982215,-58.1803001873093,Provincia,500.0,36.0,116,10,630,34,49.0,0.085,0,0.173,Bajo,0,Bajo,0.0357,0.7946,0.1697,0.7946
TR-00713,-34.8097320129337,-58.415617449549,Provincia,9123.0,33.5,245,11,160,141,156.0,1.06,1,0.364,Medio,1,Medio,0.0946,0.1011,0.8043,0.8043
TR-00714,-34.8371879687721,-58.3867735232134,Provincia,6860.0,30.1,217,9,630,104,152.0,0.262,0,0.178,Bajo,0,Bajo,0.0001,0.9819,0.018,0.9819
TR-00715,-34.8374701638817,-58.2164978905266,Provincia,4162.0,33.2,126,12,160,66,75.8,0.515,0,0.163,Bajo,0,Bajo,0.0273,0.8378,0.1349,0.8378
TR-00716,-34.8239720876124,-58.4233797685514,Provincia,7580.0,33.9,339,18,315,106,123.7,0.427,0,0.352,Medio,1,Medio,0.0461,0.0642,0.8897,0.8897
TR-00717,-34.687322944182,-58.4473502334452,CABA,9028.0,34.9,286,13,630,143,208.5,0.36,1,0.358,Medio,1,Medio,0.0083,0.4196,0.5721,0.5721
TR-00718,-34.6623747886264,-58.3124925399555,Provincia,5615.0,34.2,118,1,500,77,103.3,0.225,0,0.148,Bajo,0,Bajo,0.0378,0.8768,0.0854,0.8768
TR-00719,-34.9225717967745,-58.6646444976604,Provincia,9019.0,37.0,356,9,250,160,234.1,1.018,0,0.333,Alto,1,Alto,0.8895,0.0042,0.1063,0.8895
TR-00720,-34.6978187995708,-58.3038430300762,Provincia,3185.0,30.2,218,3,400,83,158.0,0.429,1,0.218,Bajo,0,Bajo,0.0468,0.8858,0.0674,0.8858
TR-00721,-34.6762960655041,-58.3091409834304,Provincia,10342.0,34.3,178,16,500,180,300.3,0.653,0,0.228,Bajo,0,Bajo,0.024,0.787,0.189,0.787
TR-00722,-34.7985844337752,-58.189695389145,Provincia,3007.0,37.8,366,18,800,37,53.9,0.073,1,0.393,Medio,1,Medio,0.0103,0.0666,0.9231,0.9231
TR-00723,-34.6617789668042,-58.3392404056582,CABA,6517.0,28.9,215,16,500,64,85.1,0.185,1,0.185,Bajo,0,Bajo,0.049,0.8479,0.103,0.8479
TR-00724,-34.8283485620826,-58.3832302664277,Provincia,12969.0,34.3,103,8,160,183,267.9,1.82,0,0.422,Medio,1,Medio,0.1938,0.1528,0.6534,0.6534
TR-00725,-34.8240641422993,-58.3780365163522,Provincia,10582.0,31.8,440,16,400,227,401.2,1.09,0,0.32,Medio,1,Medio,0.166,0.1595,0.6745,0.6745
TR-00726,-34.7784071384694,-58.3194971575076,Provincia,7493.0,32.5,537,11,250,150,202.8,0.882,1,0.377,Medio,1,Medio,0.0566,0.0778,0.8656,0.8656
TR-00727,-34.8011792091114,-58.3039650995311,Provincia,4378.0,30.8,242,6,160,67,63.2,0.429,0,0.238,Bajo,0,Bajo,0.0205,0.8323,0.1472,0.8323
TR-00728,-34.8124677809748,-58.3450669027198,Provincia,5612.0,33.2,48,19,400,106,156.8,0.426,0,0.207,Bajo,0,Bajo,0.0042,0.9543,0.0415,0.9543
TR-00729,-34.8058131476183,-58.2155319551309,Provincia,7420.0,39.6,240,20,630,136,248.5,0.429,0,0.358,Medio,1,Medio,0.0802,0.4543,0.4655,0.4655
TR-00730,-34.8211370926189,-58.2735875406948,Provincia,7313.0,29.7,376,21,160,82,113.8,0.773,2,0.401,Medio,1,Medio,0.098,0.0565,0.8455,0.8455
TR-00731,-34.8138525861438,-58.3605234959443,Provincia,6927.0,30.0,420,10,630,146,209.5,0.361,0,0.207,Medio,1,Medio,0.0,0.1262,0.8738,0.8738
TR-00732,-34.8150683016852,-58.1989676402501,Provincia,7108.0,29.5,155,22,500,109,138.7,0.302,0,0.144,Bajo,0,Bajo,0.0079,0.9411,0.051,0.9411
TR-00733,-34.7822104645183,-58.2324317372473,Provincia,6557.0,39.2,223,11,500,105,219.9,0.478,1,0.306,Bajo,0,Medio,0.0469,0.3683,0.5848,0.5848
TR-00734,-34.7372178159962,-58.2826573826799,Provincia,2874.0,32.2,287,19,315,64,78.4,0.271,0,0.262,Bajo,0,Bajo,0.0104,0.8446,0.1451,0.8446
TR-00735,-34.8135926835136,-58.4235421285655,Provincia,5650.0,33.6,366,10,315,125,203.4,0.702,2,0.387,Medio,1,Medio,0.182,0.0523,0.7656,0.7656
TR-00736,-34.6327792975506,-58.3366101740902,CABA,15053.0,33.2,143,12,250,189,203.2,0.883,0,0.307,Bajo,0,Bajo,0.0327,0.7286,0.2388,0.7286
TR-00737,-34.8270762822661,-58.4295126424196,Provincia,3095.0,30.7,323,1,315,23,32.3,0.111,1,0.19,Medio,1,Medio,0.0134,0.13,0.8565,0.8565
TR-00738,-34.8089635743129,-58.2941875300379,Provincia,6631.0,32.9,420,12,315,116,124.2,0.429,1,0.264,Medio,1,Medio,0.0743,0.0668,0.8588,0.8588
TR-00739,-34.8290827220695,-58.3807008296841,Provincia,4741.0,41.6,250,15,315,34,59.3,0.205,0,0.256,Bajo,0,Bajo,0.0543,0.6435,0.3023,0.6435
TR-00740,-34.7191905405977,-58.2912960098865,Provincia,7534.0,38.2,487,11,250,111,186.2,0.81,0,0.5,Medio,1,Medio,0.2809,0.0554,0.6637,0.6637
TR-00741,-34.7402290047414,-58.2752243187003,Provincia,6034.0,31.0,197,26,250,131,171.8,0.747,0,0.295,Bajo,0,Bajo,0.0185,0.7997,0.1818,0.7997
TR-00742,-34.9237603913559,-58.6560870723375,Provincia,11632.0,35.8,351,6,800,182,380.2,0.517,1,0.335,Medio,1,Medio,0.1555,0.1085,0.736,0.736
TR-00743,-34.6812074653551,-58.3135920226496,Provincia,8720.0,31.0,210,10,630,159,209.8,0.362,0,0.203,Bajo,0,Bajo,0.0095,0.9201,0.0704,0.9201
TR-00744,-34.8330103806242,-58.4204323672496,Provincia,3265.0,28.0,243,8,315,83,136.4,0.471,1,0.155,Bajo,0,Bajo,0.0186,0.8972,0.0842,0.8972
TR-00745,-34.7735097434863,-58.229408326632,Provincia,9214.0,37.0,261,10,800,199,455.7,0.619,0,0.283,Bajo,0,Bajo,0.1639,0.478,0.3581,0.478
TR-00746,-34.6698556711133,-58.315932125517,Provincia,4876.0,37.4,205,21,315,72,107.4,0.371,1,0.406,Medio,1,Medio,0.0631,0.3893,0.5476,0.5476
TR-00747,-34.8328756605688,-58.4876513592922,Provincia,5469.0,37.0,428,24,400,104,172.6,0.469,1,0.431,Medio,1,Medio,0.0429,0.0556,0.9015,0.9015
TR-00748,-34.7689809659391,-58.3256002443832,Provincia,8141.0,32.2,215,9,630,115,187.1,0.323,0,0.177,Bajo,0,Bajo,0.0026,0.967,0.0304,0.967
TR-00749,-34.6647640617486,-58.3098850888222,Provincia,5725.0,33.2,255,9,400,121,178.5,0.485,1,0.237,Bajo,0,Bajo,0.0243,0.836,0.1397,0.836
TR-00750,-34.978753161969,-58.6943731328242,Provincia,9879.0,36.1,332,6,315,145,255.6,0.882,1,0.352,Medio,1,Medio,0.2294,0.0496,0.721,0.721
TR-00751,-34.9180158028339,-58.6914760147364,Provincia,4876.0,35.0,687,23,315,130,241.2,0.832,1,0.464,Medio,1,Medio,0.1476,0.0446,0.8079,0.8079
TR-00752,-34.831774596897,-58.4487125167161,Provincia,5343.0,32.4,338,22,400,79,95.4,0.259,1,0.371,Medio,1,Medio,0.007,0.1001,0.8929,0.8929
TR-00753,-34.7233212295757,-58.2928126928456,Provincia,5231.0,28.5,265,13,500,126,165.6,0.36,0,0.174,Bajo,0,Bajo,0.0061,0.9275,0.0664,0.9275
TR-00754,-34.8343011294756,-58.4305008048299,Provincia,5503.0,34.1,94,4,400,109,123.2,0.335,0,0.148,Bajo,0,Bajo,0.0037,0.9555,0.0407,0.9555
TR-00755,-34.8418155955531,-58.477526551017,Provincia,10498.0,37.2,240,5,400,153,298.1,0.81,1,0.351,Medio,1,Medio,0.2263,0.3174,0.4562,0.4562
TR-00756,-34.7211082326698,-58.2301851508328,Provincia,9086.0,29.9,188,15,315,151,247.9,0.855,0,0.25,Bajo,0,Bajo,0.0403,0.7464,0.2133,0.7464
TR-00757,-34.8381559315711,-58.4618926767421,Provincia,12330.0,35.7,221,18,400,182,219.0,0.595,1,0.298,Bajo,0,Bajo,0.0753,0.5811,0.3435,0.5811
TR-00758,-34.799627380672,-58.2101858785584,Provincia,14003.0,34.8,208,1,250,205,201.0,0.874,0,0.287,Medio,1,Medio,0.0588,0.4487,0.4925,0.4925
TR-00759,-34.7112763403492,-58.298944039771,Provincia,4108.0,36.1,331,12,630,73,97.1,0.168,1,0.351,Medio,1,Medio,0.0049,0.065,0.9301,0.9301
TR-00760,-34.7616663285555,-58.2734043023769,Provincia,7411.0,36.5,238,25,500,100,179.8,0.391,0,0.321,Medio,1,Medio,0.0128,0.4442,0.543,0.543
TR-00761,-34.8143329125463,-58.1991484988705,Provincia,3671.0,31.5,167,12,400,64,84.3,0.229,1,0.191,Bajo,0,Bajo,0.0161,0.9414,0.0425,0.9414
TR-00762,-34.8391432498372,-58.4488567754301,Provincia,4867.0,28.5,383,24,500,45,60.6,0.132,0,0.194,Medio,1,Medio,0.0269,0.1096,0.8635,0.8635
